run_data_dir,method,pair_name,role_a,role_b,image_name,cover_mean_score,stego_mean_score,cover_max_score,stego_max_score,cover_flagged_ratio,stego_flagged_ratio,cover_mean_conf,stego_mean_conf,score_delta,max_score_delta,flagged_ratio_delta,confidence_delta,pair_mean_conf,score_delta_conf_weighted,pre_secret_mean_score,secret_mean_score,pre_secret_max_score,secret_max_score,pre_secret_flagged_ratio,secret_flagged_ratio,pre_secret_mean_conf,secret_mean_conf
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,00599.png,,,,,,,,,5.925000000000001,23.6,0.25,0.0,0.5,2.9625000000000004,0.0,5.925000000000001,0.0,23.6,0.0,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,00699.png,,,,,,,,,5.1000000000000005,20.3,0.0,0.0,0.5,2.5500000000000003,0.1,5.2,0.4,20.7,0.25,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,00799.png,,,,,,,,,6.300000000000001,25.1,0.25,0.0,0.5,3.1500000000000004,0.0,6.300000000000001,0.0,25.1,0.0,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,00899.png,,,,,,,,,7.125,28.4,0.25,0.0,0.5,3.5625,0.025,7.15,0.1,28.5,0.0,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,00999.png,,,,,,,,,6.1000000000000005,24.5,0.0,0.0,0.5,3.0500000000000003,0.175,6.275,0.5,25.0,0.25,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,01099.png,,,,,,,,,5.95,23.7,0.0,0.0,0.5,2.975,0.025,5.9750000000000005,0.1,23.8,0.25,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,01199.png,,,,,,,,,5.2,20.7,0.25,0.0,0.5,2.6,0.0,5.2,0.0,20.7,0.0,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,01299.png,,,,,,,,,7.875000000000001,31.400000000000002,0.0,0.0,0.5,3.9375000000000004,0.05,7.925000000000001,0.2,31.6,0.25,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,01399.png,,,,,,,,,7.6000000000000005,30.3,0.0,0.0,0.5,3.8000000000000003,0.05,7.65,0.2,30.5,0.25,0.25,0.5,0.5
data/baseline/1,spread_spectrum,pre_secret_vs_secret,pre_secret,secret,01499.png,,,,,,,,,7.300000000000001,29.1,0.0,0.0,0.5,3.6500000000000004,0.05,7.3500000000000005,0.2,29.3,0.25,0.25,0.5,0.5
data/baseline/1,statistical,cover_vs_stego,cover,stego,00099.png,0.0,0.425,0.0,1.0,0.0,0.5,0.5,0.5,0.425,1.0,0.5,0.0,0.5,0.2125,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00199.png,0.1,0.42500000000000004,0.4,0.9,0.25,0.5,0.5,0.5,0.32500000000000007,0.5,0.25,0.0,0.5,0.16250000000000003,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00299.png,0.0,0.42500000000000004,0.0,0.9,0.0,0.5,0.5,0.5,0.42500000000000004,0.9,0.5,0.0,0.5,0.21250000000000002,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00399.png,0.0,0.075,0.0,0.3,0.0,0.0,0.5,0.5333333333333333,0.075,0.3,0.0,0.033333333333333326,0.5166666666666666,0.03874999999999999,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00499.png,0.0,0.2,0.0,0.4,0.0,0.0,0.5,0.5666666666666667,0.2,0.4,0.0,0.06666666666666665,0.5333333333333333,0.10666666666666667,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00599.png,0.0,0.47500000000000003,0.0,0.8,0.0,0.75,0.5,0.5,0.47500000000000003,0.8,0.75,0.0,0.5,0.23750000000000002,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00699.png,0.0,0.475,0.0,1.0,0.0,0.75,0.5,0.5,0.475,1.0,0.75,0.0,0.5,0.2375,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00799.png,0.15000000000000002,0.5499999999999999,0.2,1.0,0.25,0.75,0.5,0.5333333333333333,0.3999999999999999,0.8,0.5,0.033333333333333326,0.5166666666666666,0.2066666666666666,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00899.png,0.0,0.42500000000000004,0.0,0.9,0.0,0.5,0.5,0.5,0.42500000000000004,0.9,0.5,0.0,0.5,0.21250000000000002,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,00999.png,0.0,0.475,0.0,1.0,0.0,0.5,0.6,0.5333333333333333,0.475,1.0,0.5,-0.06666666666666665,0.5666666666666667,0.26916666666666667,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,01099.png,0.025,0.55,0.1,1.0,0.0,0.75,0.5,0.5,0.525,0.9,0.75,0.0,0.5,0.2625,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,01199.png,0.0,0.325,0.0,0.6,0.0,0.75,0.5,0.5,0.325,0.6,0.75,0.0,0.5,0.1625,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,01299.png,0.4,0.1,1.6,0.2,0.25,0.25,0.5,0.5,-0.30000000000000004,-1.4000000000000001,0.0,0.0,0.5,-0.15000000000000002,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,01399.png,0.0,0.25,0.0,0.8,0.0,0.25,0.5,0.5,0.25,0.8,0.25,0.0,0.5,0.125,,,,,,,,
data/baseline/1,statistical,cover_vs_stego,cover,stego,01499.png,0.0,0.45,0.0,0.8,0.0,0.5,0.5,0.5,0.45,0.8,0.5,0.0,0.5,0.225,,,,,,,,
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00099.png,,,,,,,,,0.125,0.4,0.25,-0.033333333333333326,0.5166666666666666,0.06458333333333333,0.025,0.15,0.1,0.5,0.0,0.25,0.5333333333333333,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00199.png,,,,,,,,,0.025,0.1,0.0,-0.033333333333333326,0.5166666666666666,0.012916666666666667,0.0,0.025,0.0,0.1,0.0,0.0,0.5333333333333333,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00299.png,,,,,,,,,0.05,0.2,0.25,0.0,0.5,0.025,0.0,0.05,0.0,0.2,0.0,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00399.png,,,,,,,,,0.075,0.3,0.0,0.0,0.5,0.0375,0.075,0.15,0.3,0.6,0.25,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00499.png,,,,,,,,,0.15,0.6,0.25,0.0,0.5,0.075,0.0,0.15,0.0,0.6,0.0,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00599.png,,,,,,,,,0.075,0.3,0.25,0.0,0.5,0.0375,0.0,0.075,0.0,0.3,0.0,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00699.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.4,0.4,0.25,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00799.png,,,,,,,,,0.075,0.3,0.25,0.0,0.5,0.0375,0.0,0.075,0.0,0.3,0.0,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00899.png,,,,,,,,,0.07500000000000001,0.19999999999999998,0.25,0.0,0.5,0.037500000000000006,0.025,0.1,0.1,0.3,0.0,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,00999.png,,,,,,,,,-0.07499999999999998,-0.09999999999999998,0.0,0.0,0.5,-0.03749999999999999,0.175,0.1,0.5,0.4,0.25,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,01099.png,,,,,,,,,0.07500000000000001,0.30000000000000004,0.0,0.0,0.5,0.037500000000000006,0.025,0.1,0.1,0.4,0.25,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,01199.png,,,,,,,,,0.225,0.9,0.25,0.0,0.5,0.1125,0.0,0.225,0.0,0.9,0.0,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,01299.png,,,,,,,,,0.12499999999999999,0.39999999999999997,0.0,0.0,0.5,0.06249999999999999,0.05,0.175,0.2,0.6,0.25,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,01399.png,,,,,,,,,0.05,0.2,0.0,0.0,0.5,0.025,0.05,0.1,0.2,0.4,0.25,0.25,0.5,0.5
data/baseline/1,statistical,pre_secret_vs_secret,pre_secret,secret,01499.png,,,,,,,,,0.15000000000000002,0.6000000000000001,0.0,0.0,0.5,0.07500000000000001,0.05,0.2,0.2,0.8,0.25,0.25,0.5,0.5
data/baseline/2,dct,cover_vs_stego,cover,stego,00099.png,0.0,0.19999999999999998,0.0,0.7,0.0,0.25,0.5,0.5,0.19999999999999998,0.7,0.25,0.0,0.5,0.09999999999999999,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00199.png,0.1,0.25,0.4,0.9,0.25,0.25,0.5,0.5,0.15,0.5,0.0,0.0,0.5,0.075,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00299.png,0.0,0.475,0.0,1.0,0.0,0.5,0.5,0.5,0.475,1.0,0.5,0.0,0.5,0.2375,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00399.png,0.0,0.1,0.0,0.2,0.0,0.25,0.5,0.5,0.1,0.2,0.25,0.0,0.5,0.05,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00499.png,0.0,0.225,0.0,0.8,0.0,0.25,0.5,0.5,0.225,0.8,0.25,0.0,0.5,0.1125,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00599.png,0.0,0.22499999999999998,0.0,0.7,0.0,0.25,0.5333333333333333,0.5333333333333333,0.22499999999999998,0.7,0.25,0.0,0.5333333333333333,0.11999999999999998,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00699.png,0.0,0.425,0.0,1.0,0.0,0.5,0.5,0.5,0.425,1.0,0.5,0.0,0.5,0.2125,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00799.png,0.15000000000000002,0.5,0.2,1.0,0.25,0.5,0.5,0.5,0.35,0.8,0.25,0.0,0.5,0.175,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00899.png,0.0,0.3,0.0,0.9,0.0,0.25,0.5,0.5,0.3,0.9,0.25,0.0,0.5,0.15,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,00999.png,0.0,0.47500000000000003,0.0,0.9,0.0,0.75,0.5333333333333333,0.5333333333333333,0.47500000000000003,0.9,0.75,0.0,0.5333333333333333,0.25333333333333335,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,01099.png,0.025,0.15,0.1,0.6,0.0,0.25,0.5,0.5,0.125,0.5,0.25,0.0,0.5,0.0625,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,01199.png,0.0,0.07500000000000001,0.0,0.2,0.0,0.25,0.5,0.5,0.07500000000000001,0.2,0.25,0.0,0.5,0.037500000000000006,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,01299.png,0.4,0.1,1.6,0.4,0.25,0.0,0.5,0.5,-0.30000000000000004,-1.2000000000000002,-0.25,0.0,0.5,-0.15000000000000002,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,01399.png,0.0,0.225,0.0,0.8,0.0,0.25,0.5,0.5333333333333333,0.225,0.8,0.25,0.033333333333333326,0.5166666666666666,0.11624999999999999,,,,,,,,
data/baseline/2,dct,cover_vs_stego,cover,stego,01499.png,0.0,0.22499999999999998,0.0,0.7,0.0,0.5,0.5,0.5,0.22499999999999998,0.7,0.5,0.0,0.5,0.11249999999999999,,,,,,,,
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00099.png,,,,,,,,,1.525,6.0,0.25,-0.06666666666666676,0.5333333333333334,0.8133333333333335,0.025,1.5499999999999998,0.1,6.1,0.0,0.25,0.5666666666666668,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00199.png,,,,,,,,,0.42500000000000004,1.6,0.25,0.0,0.5,0.21250000000000002,0.0,0.42500000000000004,0.0,1.6,0.0,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00299.png,,,,,,,,,0.1,0.3,0.25,0.0,0.5,0.05,0.0,0.1,0.0,0.3,0.0,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00399.png,,,,,,,,,2.8749999999999996,11.399999999999999,0.0,0.0,0.5,1.4374999999999998,0.075,2.9499999999999997,0.3,11.7,0.25,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00499.png,,,,,,,,,0.5,1.9,0.25,0.0,0.5,0.25,0.0,0.5,0.0,1.9,0.0,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00599.png,,,,,,,,,0.07500000000000001,0.2,0.25,-0.06666666666666665,0.5333333333333333,0.04000000000000001,0.0,0.07500000000000001,0.0,0.2,0.0,0.25,0.5666666666666667,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00699.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.4,0.4,0.25,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00799.png,,,,,,,,,2.5,9.9,0.25,-0.033333333333333326,0.5166666666666666,1.2916666666666665,0.0,2.5,0.0,9.9,0.0,0.25,0.5333333333333333,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00899.png,,,,,,,,,1.3,5.1000000000000005,0.25,0.0,0.5,0.65,0.025,1.325,0.1,5.2,0.0,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,00999.png,,,,,,,,,2.1,8.5,0.0,0.0,0.5,1.05,0.175,2.275,0.5,9.0,0.25,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,01099.png,,,,,,,,,2.15,8.5,0.0,0.0,0.5,1.075,0.025,2.175,0.1,8.6,0.25,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,01199.png,,,,,,,,,0.65,2.5,0.25,0.0,0.5,0.325,0.0,0.65,0.0,2.5,0.0,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,01299.png,,,,,,,,,1.725,6.800000000000001,0.0,0.0,0.5,0.8625,0.025,1.75,0.1,6.9,0.25,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,01399.png,,,,,,,,,0.45,1.7,0.0,0.0,0.5,0.225,0.05,0.5,0.2,1.9,0.25,0.25,0.5,0.5
data/baseline/2,dct,pre_secret_vs_secret,pre_secret,secret,01499.png,,,,,,,,,1.7,6.7,0.0,0.0,0.5,0.85,0.05,1.75,0.2,6.9,0.25,0.25,0.5,0.5
data/baseline/2,dwt,cover_vs_stego,cover,stego,00099.png,0.0,0.325,0.0,1.0,0.0,0.5,0.5,0.5,0.325,1.0,0.5,0.0,0.5,0.1625,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00199.png,0.1,0.45,0.4,1.0,0.25,0.5,0.5,0.5666666666666667,0.35,0.6,0.25,0.06666666666666665,0.5333333333333333,0.18666666666666665,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00299.png,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.25,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00399.png,0.0,0.05,0.0,0.1,0.0,0.25,0.5,0.5,0.05,0.1,0.25,0.0,0.5,0.025,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00499.png,0.0,0.175,0.0,0.5,0.0,0.0,0.5,0.5,0.175,0.5,0.0,0.0,0.5,0.0875,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00599.png,0.0,0.45,0.0,1.0,0.0,0.5,0.5,0.5333333333333333,0.45,1.0,0.5,0.033333333333333326,0.5166666666666666,0.23249999999999998,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00699.png,0.0,0.425,0.0,1.0,0.0,0.5,0.5,0.5,0.425,1.0,0.5,0.0,0.5,0.2125,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00799.png,0.15000000000000002,0.5,0.2,1.0,0.25,0.5,0.5,0.5,0.35,0.8,0.25,0.0,0.5,0.175,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00899.png,0.0,0.35,0.0,0.9,0.0,0.25,0.5,0.5,0.35,0.9,0.25,0.0,0.5,0.175,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,00999.png,0.0,0.5,0.0,1.0,0.0,0.5,0.5666666666666668,0.5,0.5,1.0,0.5,-0.06666666666666676,0.5333333333333334,0.2666666666666667,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,01099.png,0.025,0.25,0.1,0.8,0.0,0.25,0.5,0.5,0.225,0.7000000000000001,0.25,0.0,0.5,0.1125,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,01199.png,0.0,0.35,0.0,1.0,0.0,0.25,0.5,0.5,0.35,1.0,0.25,0.0,0.5,0.175,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,01299.png,0.4,0.22499999999999998,1.6,0.7,0.25,0.25,0.5,0.5,-0.17500000000000004,-0.9000000000000001,0.0,0.0,0.5,-0.08750000000000002,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,01399.png,0.0,0.15,0.0,0.5,0.0,0.25,0.5,0.5,0.15,0.5,0.25,0.0,0.5,0.075,,,,,,,,
data/baseline/2,dwt,cover_vs_stego,cover,stego,01499.png,0.0,0.275,0.0,0.8,0.0,0.25,0.5,0.5,0.275,0.8,0.25,0.0,0.5,0.1375,,,,,,,,
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00099.png,,,,,,,,,0.17500000000000002,0.7000000000000001,0.25,0.0,0.5,0.08750000000000001,0.025,0.2,0.1,0.8,0.0,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00199.png,,,,,,,,,0.0,0.0,0.0,-0.033333333333333326,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00299.png,,,,,,,,,0.1,0.3,0.25,0.0,0.5,0.05,0.0,0.1,0.0,0.3,0.0,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00399.png,,,,,,,,,0.39999999999999997,1.5999999999999999,0.0,0.0,0.5,0.19999999999999998,0.075,0.475,0.3,1.9,0.25,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00499.png,,,,,,,,,0.025,0.1,0.25,0.0,0.5,0.0125,0.0,0.025,0.0,0.1,0.0,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00599.png,,,,,,,,,0.025,0.1,0.0,0.0,0.5,0.0125,0.0,0.025,0.0,0.1,0.0,0.0,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00699.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.4,0.4,0.25,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00799.png,,,,,,,,,0.35000000000000003,1.3,0.25,-0.033333333333333326,0.5166666666666666,0.18083333333333332,0.0,0.35000000000000003,0.0,1.3,0.0,0.25,0.5333333333333333,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00899.png,,,,,,,,,0.07500000000000001,0.30000000000000004,0.25,0.0,0.5,0.037500000000000006,0.025,0.1,0.1,0.4,0.0,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,00999.png,,,,,,,,,0.30000000000000004,1.3,0.0,0.0,0.5,0.15000000000000002,0.175,0.47500000000000003,0.5,1.8,0.25,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,01099.png,,,,,,,,,0.125,0.4,0.0,0.0,0.5,0.0625,0.025,0.15,0.1,0.5,0.25,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,01199.png,,,,,,,,,0.225,0.9,0.25,0.0,0.5,0.1125,0.0,0.225,0.0,0.9,0.0,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,01299.png,,,,,,,,,0.125,0.5,0.0,0.0,0.5,0.0625,0.025,0.15,0.1,0.6,0.25,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,01399.png,,,,,,,,,0.12499999999999999,0.49999999999999994,0.0,0.0,0.5,0.06249999999999999,0.05,0.175,0.2,0.7,0.25,0.25,0.5,0.5
data/baseline/2,dwt,pre_secret_vs_secret,pre_secret,secret,01499.png,,,,,,,,,0.15000000000000002,0.6000000000000001,0.0,0.0,0.5,0.07500000000000001,0.05,0.2,0.2,0.8,0.25,0.25,0.5,0.5
data/baseline/2,lsb,cover_vs_stego,cover,stego,00099.png,0.0,0.6,0.0,1.0,0.0,0.75,0.5,0.5,0.6,1.0,0.75,0.0,0.5,0.3,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00199.png,0.1,0.3,0.4,0.6,0.25,0.5,0.5,0.5,0.19999999999999998,0.19999999999999996,0.25,0.0,0.5,0.09999999999999999,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00299.png,0.0,0.15,0.0,0.3,0.0,0.0,0.5,0.5,0.15,0.3,0.0,0.0,0.5,0.075,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00399.png,0.0,0.025,0.0,0.1,0.0,0.0,0.5,0.5,0.025,0.1,0.0,0.0,0.5,0.0125,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00499.png,0.0,0.225,0.0,0.5,0.0,0.25,0.5,0.5,0.225,0.5,0.25,0.0,0.5,0.1125,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00599.png,0.0,0.35,0.0,0.8,0.0,0.5,0.5,0.5333333333333333,0.35,0.8,0.5,0.033333333333333326,0.5166666666666666,0.1808333333333333,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00699.png,0.0,0.425,0.0,1.0,0.0,0.5,0.5,0.5333333333333333,0.425,1.0,0.5,0.033333333333333326,0.5166666666666666,0.2195833333333333,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00799.png,0.15000000000000002,0.1,0.2,0.2,0.25,0.0,0.5,0.5,-0.05000000000000002,0.0,-0.25,0.0,0.5,-0.02500000000000001,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00899.png,0.0,0.275,0.0,0.8,0.0,0.25,0.5,0.5,0.275,0.8,0.25,0.0,0.5,0.1375,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,00999.png,0.0,0.275,0.0,0.5,0.0,0.5,0.5333333333333333,0.7000000000000001,0.275,0.5,0.5,0.16666666666666674,0.6166666666666667,0.16958333333333336,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,01099.png,0.025,0.525,0.1,1.0,0.0,0.75,0.5,0.5,0.5,0.9,0.75,0.0,0.5,0.25,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,01199.png,0.0,0.375,0.0,0.9,0.0,0.5,0.5,0.6,0.375,0.9,0.5,0.09999999999999998,0.55,0.20625000000000002,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,01299.png,0.4,0.1,1.6,0.4,0.25,0.0,0.5,0.5,-0.30000000000000004,-1.2000000000000002,-0.25,0.0,0.5,-0.15000000000000002,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,01399.png,0.0,0.375,0.0,1.0,0.0,0.25,0.5,0.5,0.375,1.0,0.25,0.0,0.5,0.1875,,,,,,,,
data/baseline/2,lsb,cover_vs_stego,cover,stego,01499.png,0.0,0.325,0.0,0.9,0.0,0.25,0.5,0.5,0.325,0.9,0.25,0.0,0.5,0.1625,,,,,,,,
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00099.png,,,,,,,,,0.0,0.0,0.0,-0.033333333333333326,0.5166666666666666,0.0,0.025,0.025,0.1,0.1,0.0,0.0,0.5333333333333333,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00199.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00299.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00399.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.075,0.075,0.3,0.3,0.25,0.25,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00499.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00599.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00699.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.4,0.4,0.25,0.25,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00799.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00899.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.025,0.025,0.1,0.1,0.0,0.0,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,00999.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.175,0.175,0.5,0.5,0.25,0.25,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,01099.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.025,0.025,0.1,0.1,0.25,0.25,0.5,0.5
data/baseline/2,lsb,pre_secret_vs_secret,pre_secret,secret,01199.png,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
